"room","idx","original","translated","comments"
"0","26","Upon opening the survival kit you discover a Xenon army knife and a canister of dehydrated water.","אתה פותח את ערכת ההישרדות ומוצא בתוכה סכין צבאי זנוני ומיכל מים מיובשים.",""
"0","27","You have %d Buckazoid%s","יש לך %d זוזואידים",""
"0","28","Thank you for playing Space Quest I. Too bad you've failed miserably and doomed all of your people to a horrible death at the hands of the Sariens. You quickly glance about the room to see if anyone saw your silly mistake. Better luck next time.","תודה ששיחקת מסע בחלל 1. עצוב מאד שנחלת כישלון מחפיר וגזרת על אנשיך מוות מחריד בידי הסריינים. אתה מעיף מבט חטוף מסביב לחדר ובודק אם מישהו הבחין בטעות המגוחכת שלך. בהצלחה בפעם הבאה.",""
"0","29","","",""
"0","30","New response: rm%03d %s 
%s 
","תשובה חדשה: rm%03d %s 
%s",""
"0","31","		(%s
","",""
"0","32","Score: %d of %d","ניקוד: %d מתוך %d",""
"1","0","","",""
"1","1","As we join our story, the crew of the Arcada is returning home to Xenon after a successful mission developing the Star Generator.


Exhilarated by their accomplishments, they are oblivious to the fact that a sinister craft approaches rapidly from behind.","הסיפור פוגש אותנו, בשעה שצוות הארקדה משייטים את דרכם אל נמל הבית של זנון בשובם ממשימת פיתוח מחולל כוכבים.

מסוחררים מהישגיהם הכבירים, אדישים הם לעובדה שספינת חלל מרושעת הולכת וסוגרת עליהם מאחור.",""
"10","0","You slide the keycard into the slot. The lock releases with a satisfying click, and the elevator doors slide open.","אתה מעביר את התג בקורא התגים. המנעול נפתח בקליק נעים, ודלתות המעלית נפתחות בגלישה איטית.",""
"10","1","The bay doors are currently open.","דלתות הסיפון פתוחות כרגע.",""
"10","2","The bay doors are currently closed.","דלתות הסיפון סגורות כרגע.",""
"10","3","You overhear a couple of strange guys conversing nearby.","אתה שומע קבוצה של בחורים מוזרים מנהלים שיחה בקרבת מקום.",""
"10","4","Through this window you can see down into the pod bay. A pod sits waiting on the launch track. The large bay doors are currently %s.","דרך החלון אתה יכול לצפות הישר אל תוך רציף המילוט. חללית מילוט ממתינה על מסלול השיגור. דלת הרציף הגדולה %s כרגע.",""
"10","5","There are only a couple of buttons that look like they do anything.","יש שם רק כמה כפתורים שנראה שלא עושים כלום.",""
"10","6","You already have two other buttons to choose from.","יש לך כבר שני כפתורים אחרים לבחירה.",""
"10","7","These are locked down. They won't help you anyway.","הם נעולים. ובכל מקרה הם לא יעזרו לך.",""
"10","8","None of these buttons are operational at this time.","אף אחד מהלחצנים אינו פעיל בשלב זה.",""
"103","0","","",""
"103","1","Somebody wasted the CRT.","מישהו ""טיפל"" בצג.","CRT זה סוג של מסך. במקום אחר תרגמנו ""צג CRT"""
"103","2","This is the Data Cartridge Retrieval System.","זוהי מערכת אחזור נתונים.",""
"103","3","Cartridge viewing on this system has been rendered impossible.","תצוגת המחסנית במערכת זו עברה עיבוד בלתי אפשרי.",""
"103","4","Please enter a Cartridge Code Sequence before pressing ""ENTER"".","אנא הזן את צופן המחסנית בטרם תקיש ""ENTER"".",""
"103","5","Cartridge found. Now retrieving.","מחסנית נמצאה. מאחזר.",""
"103","6","That cartridge is currently out on loan. Please try again later.","המחסנית מושאלת כרגע. נסה שנית במועד מאוחר יותר.",""
"103","7","Sorry, that cartridge is reserved. Please check again later.","מתנצלים, המחסנית שמורה. בדוק שוב מאוחר יותר.",""
"103","8","Sorry, that cartridge was destroyed in a freak fusion accident. Check back with us in a few months. Purchasing should have a new one in by then.","מצטערים, המחסנית נהרסה בתאונת היתוך משוגעת. נסה אותנו שוב בעוד מספר חודשים. עד אז נקנה אחת חדשה.",""
"103","9","Ken took that one home. That means we'll never get it back, so don't bother checking back later.","קן לקח אותה הביתה. מה שאומר שלעולם לא נקבל אותה בחזרה, אז אין טעם שתנסה שוב.",""
"103","10","Cartridge title not found.","שם המחסנית לא נמצא.",""
"103","11","These buttons don't seem to be functioning properly.","נראה שכפתורים אלה אינם מתפקדים כהלכה.",""
"11","0","A spacesuit hangs in the closet. A helmet sits on the top shelf.","חליפת חלל תלויה בארון. קסדה מונחת על המדף העליון.",""
"11","1","You notice some sort of gadget in the drawer.","אתה מבחין בסוג של גאדג'ט במגירה.",""
"11","2","There is nothing inside the drawer. You push the button and the drawer slides neatly back into place.","אין שום דבר בתוך המגירה. אתה לוחץ על הכפתור, והמגירה מחליקה בחזרה למקומה.",""
"11","3","There are no controls on this panel. It is populated only by gauges and read-outs.","אין שום לחצנים על לוח הבקרה. הוא מאוכלס רק במחוונים וצגים.",""
"12","0","Does that artificial gravity do the job, or what.","הכבידה המלאכותית עושה את העבודה, או מה.",""
"12","1","That concludes your experiment on the effects of vacuum on the unprotected human body. Wasn't that fun!","זה מסכם את הניסויים שערכת בנושא השפעת הריק על גופים אנושיים חסרי הגנה. איזה כיף זה היה!",""
"12","2","The massive bay doors are %s.","דלתות המסוף המסיביות %s.",""
"12","3","You can't open the Bay doors from this room.","אינך יכול לפתוח את דלתות המסוף מחדר זה.",""
"12","4","Some alien anchorbeing is broadcasting a message about the stolen Star Generator.","איזשהו קריין חייזרי משדר מסר אודות מחולל כוכבים גנוב.",""
"12","5","A blank monitor hangs from the ceiling.","מסך חשוך תלוי מהתקרה.",""
"13","0","You exit the escape pod.","אתה יוצא מחללית המילוט.",""
"13","1","Remove your seatbelt first. It works better.","ראשית הסר את חגורת הבטיחות. זה עובד טוב יותר.",""
"13","2","Please press the desired button on the inset.","אנא לחץ על המקש הרצוי בלוח.",""
"13","3","This option works better with the power on.","אפשרות זו עובדת יותר טוב כשהחשמל פועל.",""
"13","4","You will need to leave the Launch Bay first.","תחילה תאלץ לעזוב את מסוף השיגור.",""
"13","5","This option works only when clear of the Arcada.","אפשרות זו עובדת רק מחוץ לארקדה.",""
"13","6","Nothing much will happen without power.","שום דבר לא יקרה בלי חשמל.",""
"13","7","Buckle up for safety, buckle up.","הדק חגורת בטיחות, הדק היטב.",""
"13","8","As you slide the throttle forward, you can feel the Arcada start to shake.","כאשר אתה מחליק את המצערת קדימה, סדרת טלטלות מרעידה את גוף הארקדה.",""
"13","9","Guess those doors are as strong as they look.","מניח שהדלתות חזקות בדיוק כפי שהן נראות.",""
"13","10","Through the open bay doors you can see a plethora of stars.","מבעד לדלתות הסיפון הפעורות אתה רואה שפע של כוכבים.",""
"13","11","Your view is limited by the closed bay doors.","שדה הראייה שלך מוגבל על ידי דלתות הסיפון הסגורות.",""
"13","12","You don't need that right now.","אתה לא צריך את זה כרגע.",""
"13","13","THIS BUTTON IS NOT TO BE PUSHED AT ANYTIME.","אין ללחוץ על כפתור זה לעולם.",""
"13","14","This is the power button for the escape pod.","זהו כפתור ההפעלה של חללית המילוט.",""
"14","0","Gee, all of a sudden the engines have grown quiet. Boy, you sure were zooming along for quite some time.","אללי, לפתע פתאום מנועי הספינה כבים ומשתתקים כליל. וואו, כמה שחיכית לרגע של שקט.",""
"14","1","Of course, the zooming part is over now since you've run out of fuel. You'll just float along on inertia with no control of your attitude or destination.","כמובן, הרגע הקסום מתפוגג לו עד מהרה מאחר ונגמר לך הדלק. אתה משייט לך מכוח ההתמדה ללא שליטה על יציבותך או כיוונך.",""
"14","2","Yep, you're still drifting hopelessly through space. Bummer, eh?","כן, אתה עדיין נסחף חסר כל תקווה במרחבי החלל. באסה, אה?",""
"14","3","Hunger grows to a level where your body decides to start feasting on itself. In your last conscious thoughts it dawns on you that navigation of some sort might have been a big helper here.","הרעב גובר לרמה בה גופך מחליט להתחיל לזלול את עצמו. במחשבה הצלולה האחרונה נופל לך האסימון כי ניווט מכל סוג שהוא היה פותר לך כמה בעיות.",""
"14","4","Remove your seatbelt first. It works better.","ראשית הסר את חגורת הבטיחות. זה עובד טוב יותר.",""
"14","5","Please stay seated until the space pod has come to a complete stop. Thank you for your cooperation.","אנא הישאר לשבת במקומך עד שחללית המילוט תגיע למצב של עצירה מוחלטת. תודה על שיתוף הפעולה הפורה.",""
"14","6","The pod has gone through some changes. All systems seem to have died and the windshield is now embossed with a lovely mosaic pattern.","החללית עברה כמה שינויים. כל המערכות שבקו חיים ומגן הרוח התכסה בתבנית פסיפס מרהיבה.",""
"14","7","The inside of the Arcada's escape pods is not exactly packed with luxurious appointments. However, when it comes to saving one's posterior, it's as good as a Rolls.","פנים חללית המילוט של הארקדה אינו מצויד במילה האחרונה בתחום אביזרי הנוחות. יחד עם זאת, בכל הנוגע להצלת אחורי הנוסעים, אין היא נופלת מרולס-רויס.",""
"14","8","The pain fades away along with any sense of belonging to the community of the living. Your powerless pod drifts through space for eons, eventually being plowed by some primitive deep space probe. Knowing that your insurance deductible was much too high anyway, you gain a new appreciation for death.","הכאב מתעמעם ביחד עם תחושת השייכות לקהילת החיים. ספינתך חסרת החיים נסחפת בחלל היקום במשך יובלות, עד שלבסוף נטחנת על ידי גשושית חלל עמוק פרימיטיבית חולפת. ההשתתפות עצמית הגבוהה ממילא, נותנת לך פרספקטיבה חדשה על המוות.",""
"14","9","Please press the desired button.","אנא הקש על הכפתור הרצוי.",""
"14","10","Thank you for flying Arcada Getaway Podlines! It's nearly been a pleasure serving you. Tell a friend (if you've got one).","תודה שטסתם בארקדה נתיבי מילוט! היה כמעט תענוג לשרת אתכם. ספרו לחבריכם (אם יש לכם כאלה).",""
"14","11","This has been rendered inoperable due to the shock of that less-than-graceful landing.","הדבר הוכרז כבלתי שמיש עקב הזעזוע שחטף מהנחיתה הבלתי-חיננית-בעליל.",""
"14","12","This option works better with the power on.","אפשרות זו עובדת טוב יותר כשהחשמל פועל.",""
"14","13","The fuel supply has expired.","אספקת הדלק תמה.",""
"14","14","This button just doesn't work the same since the accident.","כפתור זה לא עובד באותה צורה מאז התאונה.",""
"14","15","You have a feeling you shouldn't have pressed that button.","יש לך תחושה שלא היית אמור ללחוץ על הכפתור הזה.",""
"14","16","Ouch! I think we've got some serious organ damage here! All of them, of course, could be easily replaced in the time period from which you've just arrived. However, a quick scenery check reveals that you are now in the Dark Ages. The only transplant you'll get here is from carcass to spit over flame.","אאוץ'! אני חושב שיש לנו פה פגיעת איברים חמורה! כולם, כמובן, היו ניתנים להחלפה בתקופת הזמן ממנה הגעת זה עתה. אולם, בדיקת נוף מהירה מגלה כי נחתת בימי הביניים. ההשתלה היחידה שתקבל כאן היא חלקי שיפוד מגוויה על המנגל.",""
"14","17","As you draw a few final lungfuls of oxygen through your newly-acquired sucking chest wound, you gleefully notice your final resting place is near beautiful Nottingham Castle - universally renowned for its inclusion in Sierra's 'Conquests of the Longbow'.","בשעה שאתה שואף מלוא ריאותיך את מנת החמצן האחרונה דרך פציעת החזה החדישה שלך, אתה מבחין באושר רב כי מקום מנוחתך האחרון שוכן קרוב לטירת נוטינגהם - הנודעת לשמצה עקב הכללתה ב'כיבושי הקשת הארוכה'.",""
"14","18","Oh, my goodness! You're shocked to hear some highly inflammatory language making its way into your auditory canals. Must be some uncivilized ruffians in the nearby pub.","אוי, אלוקים אדירים! אתה נדהם לשמוע שפה מסיתה במיוחד עושה את דרכה אל תעלת האוזן התיכונה. כנראה סוג של בריונים חסרי תרבות מהמועדון הקרוב.",""
"14","19","Well, you're dead again. We even warned you not to push that button. You have no one to blame but yourself for having to sit through a plug for another fine Sierra product. Maybe you'll follow directions next time. Thanks for playing (and all that stuff).","ובכן, אתה מת שוב. הרי הזהרנו אותך לא ללחוץ על הכפתור. אין לך את מי להאשים מלבד את עצמך על כך שנאלצת לצפות בפרסומת למוצר משובח אחר של סיירה. אולי בפעם הבאה תקשיב להוראות. תודה ששיחקת (וכו' וכו').",""
"14","20","Nothing much will happen without power.","שום דבר לא יקרה בלי חשמל.",""
"14","21","The lack of fuel allows you to float aimlessly through space.","המחסור בדלק מאפשר לך לרחף חסר מטרה בחלל החיצון.",""
"14","22","You are already thrusting through space.","אתה כבר נהדף במרחבי החלל.",""
"14","23","You have no need to remove your seatbelt.","אין שום צורך להסיר את חגורת הבטיחות.",""
"14","24","Hey, this baby saved your life. The view out the window, however, might make you regret it.","הי, המתוקה הזאת הצילה אותך ממוות בטוח. הנוף המשתקף מהחלון, לעומת זאת, עלול לגרום לך להתחרט על כך.",""
"14","25","Dials galore populate the instrument console of the pod cabin.%s","חוגות למכביר מפארות את מסוף הבקרה בקדמת הספינה.%s",""
"14","26","This is the pod's instrument console. Dials, gauges, and a couple of controls fill out the board.%s","זהו מסוף הבקרה השולט על מערכות החללית. חוגות, מחוונים, וכמה בקרים ממלאים את הלוח.%s",""
"14","27","This is the lucky escapee's seat.%s","מושב מפלט לבני מזל.%s",""
"14","28","Through the fractured pod window, you see utter desolation spread out before you. You suddenly feel very lonely.","מבעד לחלון התרמיל הסדוק, אתה רואה שממון מוחלט נפרש עד מעבר לאופק. אתה לפתע מרגיש בודד מאד.",""
"14","29","The window allows you an unrestricted view of the vast nothingness of space.","החלון מספק לך תצוגה בלתי מוגבלת של מרחבי ריק אינסופיים.",""
"14","30","The rugged landing liberated the survival kit from its mounting fixture.","המנחת הטרשי שחרר את ערכת ההשרדות ממתקן הקיבוע שלה.",""
"14","31","Within the survival kit are the necessities for surviving a brief stay in a less-than-hospitable environment.","ערכת ההשרדות כוללת את כל האמצעים הדרושים לשהות קצרה בסביבה עוינת שאינה מסבירת פנים.",""
"14","32","You can't get that now.","אין לך אפשרות לקחת את זה עכשיו.",""
"14","33","Nice lights, huh?","אורות נעימים, אה?",""
"14","34","This is a radar used by the Autonav system.","מכ""ם זה משמש את מערכת הניווט האוטומטית.",""
"14","35","This button WASN'T to be pushed at anytime. Now that it's dead go crazy and push away.","על כפתור זה לא היית אמור ללחוץ לעולם. עתה משנאסף אל אבותיו, תתחיל ללחוץ עליו כמו מטורף.",""
"14","36","THIS BUTTON IS NOT TO BE PUSHED AT ANYTIME.","אין ללחוץ על כפתור זה לעולם.",""
"14","37","This is the power button for the escape pod.%s","זה כפתור ההדלקה של חללית המילוט.%s",""
"140","0","""Howdy, bucko! Can I interest you in one of the finest little used space ships in the galaxy? You look like a man of discerning taste. This one, for instance, is just your speed... er... style, that is!""","""אהלן, חבוב! אפשר לעניין אותך באחת מספינות החלל הקטנות והמשובחות ביותר בגלקסיה? אתה נראה כמו אחד שמבין עניין. זאתי, למשל, מתאימה לך כמו אשפה... אה... כפפה ליד!""",""
"140","1","Oops, sorry, chief. I forgot, you've already purchased that ship. What was I thinking of?","אופס, מתנצל, בוס. שכחתי, כבר קנית את הספינה הזו. מה עבר לי בראש?",""
"140","2","Well, we're back for another look at this fine, fine, piece of jun... uh... spaceware. Right, chief?","ובכן, חזרנו שוב לשטוף את העיניים בפיסה מפוארת זו של אשפת... אה... סופת חלל. נכון, בוס?",""
"140","3","""This is quite a unique little unit. Never been flown over Mach 3. It was owned by a little old lady from Glansadrom. You have to fly it to believe it. And she can be yours for only 99 buckazoids. One time offer only. TALK to me, friend!""","""זוהי יחידה קטנה ומיוחדת במינה. מעולם לא טסה מעל מאך 3. היא היתה שייכת לזקנה מגלנסדרום. לטוס ולא להאמין. והיא גם יכולה להיות שלך תמורת 99 זוזואידים. הזדמנות של פעם בחיים. דבר אלי, צדיק!""",""
"140","4","""So how 'bout it, partner? Can I interest you in anything here? Can we do business, or what? I'm at your service. Talk to me, chief.""","""אז מה דעתך, שותף? אפשר לעניין אותך במשהו? עושים עסק, או לא? אני לשירותך. דבר איתי, אבאל'ה.""",""
"140","5","""Hey, fella, waitup! S'long as you're headed in that direction, why don'tcha let me show you my other fine spacecraft? No obligation whatsoever to you, pal. Just tryin' to be helpful to one in need.""","""הי, גבר, רק דקה! אז אם אתה כבר הולך לכיוון ההוא, למה שלא תתן לי להראות לך את החללית המצוינת הנוספת שלי? בלי שום התחייבויות מצידך, חבר. רק מנסה לעזור במה שאפשר.""",""
"140","6","""It's been a heckuva pleasure doin' business with you. Well, good luck. Come again!""","""היה לי העונג לעשות אתך עסקים. שיהיה המון בהצלחה. נשמח לראותך בין קהל לקוחותינו!""",""
"140","7","""It's been a heckuva pleasure doin' business with you. Well, good luck. Come again!""","""היה לי העונג לעשות אתך עסקים. שיהיה המון בהצלחה. נשמח לראותך בין קהל לקוחותינו!""",""
"140","8","""Well, geez, guy! It seems it's developed some minor malfunction since we acquired it. We did have a small micro-meteoroid shower the other day. Maybe that was it! Yeah, that was probably it.""","""בחיי, גבר! נראה שהיא פיתחה כשל מערכות שולי מאז שרכשנו אותה. האמת הוטח בנו מטר מיקרו-מטאורים באחד הימים. אולי זו הסיבה! כן, זה בטוח הסיבה.""",""
"140","9","""Much as I'd like to, I can't refund your money. Company policy. It's out of my hands. However, I can give you seventy buckazoids credit on any other ship in our fine line of used spacecraft. Look around, see what you like.""","""למרות שהייתי נורא רוצה, אין ביטולי עסקאות. מדיניות חברה. זה לא בידיים שלי. עם זאת, אתן לך זיכוי של שבעים זוזואידים לרכישת ספינה חדשה מליין החלליות המשומשות שלנו. הבט סביבך, תראה מה מדבר אליך.""",""
"141","0","Say, pal - I couldn't help noticing your skimmer. It's a genuine '86 Pleiades GL. I've been looking everywhere for one of these babies.","תגיד, גבר - לא יכולתי שלא לשים לב לרחפת שלך. היא מדגם פליאדות GL מקורית שנת 86. אני מחפש אותה כבר שנים בכל מקום אפשרי.",""
"141","1","""Fine. Be that way.""","""בסדר. שיהיה ככה.""",""
"141","2","""Glad we could do business. I'll just take that key. Thank you kindly. Hope your stay in Ulence Flats is an interesting one.""","""שמח שהבנו איש ללב רעהו. רק אקח את המפתח. תודה מקרב לב. מקווה ששהייתך במישורי יולנס תעבור עליך בנעימים.""",""
"141","3","""Glad we could do business. Hope your stay in Ulence Flats is an interesting one.""","""שמח שהבנו איש ללב רעהו. מקווה ששהייתך במישורי יולנס תעבור עליך בנעימים.""",""
"141","4","""Okay, buddy - you drive a hard bargain. This is my final offer and I'm only making it 'cause I can see you need it pretty bad.""","""טוב, חבוב - אתה מנהל מו""מ קשוח. זו ההצעה האחרונה שלי ובאמת באתי לקראתך מעל ומעבר.""",""
"141","5","""I'll make it 30 buckazoids and I'll throw in this swell jetpack. It was previously owned by a little old Thark who only flew it back and forth to Phleebhut on Sunday. It works great in zero gravity. You'll love it.""","""בשבילך במיוחד 30 זוזואידים ותקבל גם את תרמיל הריחוף הנהדר הזה. הוא היה שייך לתארק זקן שטס איתו הלוך ושוב לפליבאט בימי ראשון. הוא עובד מעולה באפס כבידה. אתה תאהב אותו.""",""
"141","6","""Fine. Be that way.""","""בסדר. שיהיה ככה.""",""
"141","7","""Glad we could do business. I'll just take that key. Thank you kindly.""","""שמח שהבנו איש ללב רעהו. אקח רק את המפתח. תודה מקרב לב""",""
"141","8","""Glad we could do business.""","""שמח שהבנו איש ללב רעהו.""",""
"141","9","""In addition, I'd like you to have these coupons good for discounts and free merchandise from some of our local merchants. As a representative of the Ulence Flats Chamber of Commerce, I hope you enjoy your visit to our friendly little community.""","""בנוסף, אתן לך מספר קופונים אשר יזכו אותך בהטבות משמעותיות ובהנחות מפליגות אצל הסוחרים המקומיים. כנציג לשכת המסחר של מישורי יולנס, אני מאחל לך ביקור מהנה בקהילתנו הידידותית.""",""
"141","10","""Say there, pal. It's come to my attention that you're in the market for some transportation.""","""תגיד, אח שלי. השמועה אומרת כי אתה בעניין של רכישת כלי תחבורה.""",""
"141","11","""I may be able to help. If you'll follow me, I'd like to show you a fine little piece of machinery that'll knock your eyes out.""","""יתכן ואוכל לעזור. אם תבוא אחרי, אראה לך חתיכת מכונה מדהימה שתוציא לך את העיניים מהחורים.""",""
"143","0","Hold on Mac, I'll get to you when I can.","רק דקה אחי, אני כבר איתך.",""
"143","1","I'm busy, wait your turn.","אני עסוק, חכה לתורך.",""
"143","2","I'll get to you in just a sec.","אני כבר מתפנה אליך.",""
"143","3","Here is your 5 buckazoids and your free beer.","הנה 5 הזוזואידים שלך ובירה חינם.",""
"143","4","","",""
"143","5","C'mon, bud. If you haven't got the money, hit the sand.","הי גבר. אם אין לך כסף, לך חפש את החברים שלך.",""
"145","0","""Now, just take a gander at these beauties, sport. If ya see one ya like, just give a hoot. I'll stand right over here. No pressure. Absolutely none.""","""עכשיו, רק תעיף מבט ביפהפיות האלו, אלוף. אם אתה רואה אחת שאהבת, תן לי שריקה. אני עומד פה ממש ליד. בלי לחץ. קח את כל הזמן.""",""
"145","1","""So how 'bout it partner? Can I interest you in anything here?""","""אז מה אתה אומר שותף? אפשר לעניין אותך במשהו?""",""
"145","2","""Can we do business, or what? I'm at your service.""","""עושים עסק, או לא? אני לשירותך.""",""
"145","3","""I'd really like to help you out, bud. Just give me a chance to treat you right!""","""אני באמת רוצה לעזור, אחי. רק תן לי את ההזדמנות לתת לך שירות מכל הלב!""",""
"145","4","""My sole purpose in life is to make you happy.""","""מטרתי האחת והיחידה היא לעשות אותך מאושר.""",""
"145","5","""Have I mentioned that I have another party or two who are ready to deal? Not that I'm pressuring you or anything, partner. Just so you know.","""האם הזכרתי שיש לי גורם או שניים שרוצים לסגור עסקה? לא שאני לוחץ או משהו, שותף. רק מעדכן.""",""
"145","6","Hey, wait a sec, sport. Follow me and I'll show you the greatest ship you've ever seen. Truly unique! You'll be the envy of all your friends. The girls'll love it.","הי, רק שניה, אלוף. בוא אחרי ואראה לך את הספינה המטורפת ביותר שאי פעם ראית. מיוחדת במינה! אתה תוציא את העיניים לכל החברים שלך. הבנות ישתגעו עליך.",""
"145","7","""Don't let appearances fool ya. This baby may be a relic, I mean, a classic, but she's as dependable as the day we got her. And just think, you'll be the only one in the quadrant with one. I guarantee it!""","""אל תתן למראה שלה להטעות אותך. החומד הזאת אומנם בסיסית, כלומר, קלאסית, אבל היא אמינה כמו ביום שקיבלנו אותה. ותחשוב על זה, אתה תהיה היחיד בכל הצביר עם אחת כזו. התחייבות שלי!""",""
"145","8","She's a beaut, isn't she? This little baby can do a spin around the planet in just under an hour. Look at the lines in that body work. They just don't make 'em like this any more, ya' know what I mean? And she's a real bargain at 185 buckazoids.","היא יפהפייה, לא כך? המתוקה הקטנה הזו יכולה להקיף את הכוכב בפחות משעה. תראה איזה קימורים יש לה. כבר לא עושים דברים כאלה היום, אתה מבין מה אני מתכוון? והיא במחיר מצחיק של 185 זוזואידים.",""
"145","9","Of course, minus your 70 buckazoid credit, that would come to 115 buckazoids.","כמובן, אחרי זיכוי של 70 זוזואידים, הכל יעלה לך 115 זוזואידים טבין ותקילין.",""
"145","10","""Well, there's a man with a good eye. This here is the keenest little scrambler in the hemisphere. Top of the line. Handles like a charm. Perfect for cruising the asteroid fields.""","""ובכן, הנה בן אדם מבין עניין. זאתי כאן היא המערבלת הכי חדה בחצי הכדור. הטובה מסוגה. מסתחררת כמו קסם. מושלמת לשיוט בשדות האסטרואידים.""",""
"145","11","""And she's got all the thrust a guy could need. I tell ya, she's an outright steal at 214 buckazoids.""","""ויש לה את כל הדחף שבן אדם יכול לחלום. אני אומר'ך אחי, קבל אותה במחיר חד פעמי של 214 זוזואידים.""",""
"145","12","Of course, minus your 70 buckazoid credit, that would come to, uh... 144 buckazoids.","כמובן, לאחר זיכוי של 70 זוזואידים, הכל יעלה לך ביחד, אה... 144 זוזואידים.",""
"145","13","""It's been a heckuva pleasure doin' business with you. It's a good thing you've already got a pilot droid, 'cause you need one to help you fly that thing. Well, good luck. Come again.""","""היה תענוג עצום לעשות איתך עסקים. מזל שכבר יש לך טייס אוטומטי, כי תצטרך אותו כדי להטיס את הדבר הזה. ובכן, שיהיה בהצלחה. מצפים לשובך.""",""
"145","14","""It's been a heckuva pleasure doin' business with you. Oh, by the way, you're gonna need a droid to help you fly that thing. Well, good luck. Come again.""","""היה תענוג מאין כמוהו לעשות איתך עסקים. אה, דרך אגב, תצטרך רובוט שיעזור לך להטיס את הדבר הזה. ובכן, בהצלחה. אתה תמיד מוזמן.""",""
"145","15","""I still have that other, fine ship just to the south of here. Whad'ya say, sport, shall we go give her another look-see?""","""יש לי עדיין את הספינה המשובחת ההיא, טיפה דרומה מכאן. מה אתה אומר, אלוף, ניתן לה עוד איזו הצצה קטנה?""",""
"145","16","""So, what are ya tryin' to pull? If you don't have the cash you can hit the sand. Go on, get out of here. You're wasting my time!""","""אז, למה אתה מטרטר אותי לחינם? אם אין לך מזומן לך לכל הרוחות. יאללה, צא בחוץ. אתה מבזבז לי את הזמן!""",""
"145","17","""I tell ya, I think you've made a wise decision. She's a beauty. The keys are in her. If you have any problems don't hesitate to come back and tell us about 'em.""","""ת'שמע לי, קיבלת את ההחלטה הנכונה. היא מקסימה. המפתחות בפנים. אם אתה נתקל בבעיות אל תהסס לחזור ולספר לנו עליהן.""",""
"145","18","Thanks, pal. I can't say how long I've wanted one of these.","תודה, אחי. אין לך מושג כמה זמן אני מחפש אחת כזאת.",""
"145","19","All riiiight! Is this that new Earth Wars movie?","מדהייייים! זה הסרט החדש ""מלחמת הכדורים""?",""
