חדר,שם,פועל,תנאי,רצף,דובר,מקור,תרגום,הערות
0,29,0,19,1,97,Hints,,
0,29,0,20,1,97,"""Gabriel Knight"" is a challenging game.  Don't be afraid to take advantage of hints to avoid frustration and increase your enjoyment of the story.  See page 32 and 33 of the ""Gabriel Knight:  Sins of the Fathers"" technical manual for details on Sierra's hint line, the ""Gabriel Knight"" hint book, Sierra's hint Bulletin Board, and international hints.",,
0,29,0,7,1,97,How to Play,,
0,29,0,11,1,97,"The GK icon interface:
To play, use the icon bar cursors to try actions on objects on the screen.  The Gabriel Knight icons include:",,
0,29,0,11,2,97,"WALK:  To move Gabriel around
LOOK:  To get descriptive messages--and often game hints
ASK:  To go into Interrogation Mode with characters
TALK:  To chat with characters
PICK-UP:  To take items on screen
OPEN/CLOSE:  To open or close objects on screen
OPERATE:  To ""use"" an object on screen that has a specific function
MOVE:  To push or pull an object on screen",,
0,29,0,11,3,97,Also on the icon bar is a question mark.  Select the question mark button and then move the question mark over the other icons to get help messages.,,
0,29,0,11,4,97,"Read your ""Gabriel Knight:  Sins of the Fathers"" technical manual for strategy/playing tips, first few puzzles walkthrough, and a more thorough explanation of the icon bar, control panel, and other game interfaces.",,
0,0,0,1,1,1,"""(TO PLAYER. SARCASTIC)You're leaving me alone with this mess?""",,
0,0,0,1,2,97,"Yup.  You're on your own, pal.",,
0,0,0,1,3,97,Nah.  I'll stay.,,
0,0,0,3,1,1,"""(TO PLAYER. DISBELIEF)You want to relive this nightmare from the BEGINNING?""",,
0,0,0,3,2,97,Yes.  Restart game.,,
0,0,0,3,3,97,"No, now that you mention it.",,
0,0,10,0,1,99,There's no one there to interrogate.,,
0,0,10,0,2,99,Gabriel can't interrogate that.,,
0,0,10,0,3,99,That wouldn't be particularly illuminating.,,
0,0,79,0,1,99,The badge would hardly impress that.,,
0,0,116,0,1,99,Why leave the mask there?,,
0,0,125,0,1,99,The bones wouldn't be useful there.,,
0,0,130,0,1,99,That record book is evidence.  Gabriel doesn't want to leave it there.,,
0,0,43,0,1,99,There's no reason to use the mold there.,,
0,0,42,0,1,99,Using the snake bracelet there wouldn't help.,,
0,0,66,0,1,99,There's no need to write on that.,,
0,0,32,0,1,99,Gabriel doesn't want to waste the money there.,,
0,0,104,0,1,99,The chamber pot wouldn't do much good there.,,
0,0,28,0,1,99,Why use the clay there?,,
0,0,31,0,1,99,The crocodile mask wouldn't do much there.,,
0,0,15,0,1,99,Gabriel doesn't want to sketch that.,,
0,0,34,0,1,99,There's no reason to put the drawing there.,,
0,0,18,0,1,99,The book wouldn't help with that.,,
0,0,129,0,1,99,The flashlight couldn't make that any clearer.,,
0,0,22,0,1,99,Putting the scales there wouldn't help.,,
0,0,46,0,1,99,Why put the oil there?,,
0,0,105,0,1,99,Gabriel can't use the scroll on that.,,
0,0,5,0,1,99,There's no reason to use the gift certificate here.,,
0,0,50,0,1,99,The photo wouldn't affect that.,,
0,0,37,0,1,99,Gabriel prefers to keep Gunter's journal close at hand.,,
0,0,72,0,1,99,Why gel that?,,
0,0,19,0,1,99,Gabriel doesn't want to lose those notes.,,
0,0,87,0,1,99,That icon is currently disabled.,,
0,0,123,0,1,99,The key doesn't seem to work on that.,,
0,0,20,0,1,99,,,
0,0,23,0,1,99,There's no point in using the pattern there.,,
0,0,7,0,1,99,Gabriel sees nothing unusual.,,
0,0,7,0,2,99,Gabriel sees nothing out of the ordinary.,,
0,0,7,0,3,99,Gabriel sees nothing that catches his attention.,,
0,0,115,0,1,99,,,
0,0,33,0,1,99,Leave the lucky dog lying around?  For shame!,,
0,0,4,0,1,99,Gabriel can see that just fine without magnification.,,
0,0,121,0,1,99,Gabriel doesn't need to disguise that.,,
0,0,120,0,1,99,,,
0,0,21,0,1,99,,,
0,0,86,0,1,99,There doesn't seem to be a way to put that on the card.,,
0,0,56,0,1,99,The envelope would do little good there.,,
0,0,44,0,1,99,The key doesn't work there.,,
0,0,29,0,1,99,"(ARCC)Now, Mosely wouldn't appreciate that.",,
0,0,9,0,1,99,There is nothing to move there.,,
0,0,9,0,2,99,Why move that?,,
0,0,9,0,3,99,Moving that would do little good.,,
0,0,9,0,4,99,Gabriel can't move that.,,
0,0,17,0,1,99,,,
0,0,26,0,1,99,,,
0,0,41,0,1,99,The newspaper clipping would do little good there.,,
0,0,61,0,1,99,Why put the note there?,,
0,0,6,0,1,99,There is nothing to open or close there.,,
0,0,6,0,2,99,Gabriel can't open or close that.,,
0,0,6,0,3,99,That doesn't seem to work that way.,,
0,0,8,0,1,99,There is nothing to operate there.,,
0,0,8,0,2,99,Gabriel can't see a way to use that.,,
0,0,8,0,3,99,That doesn't work that way.,,
0,0,8,0,4,99,That doesn't operate.,,
0,0,49,0,1,99,The phone book page would do little good there.,,
0,0,67,0,1,99,,,
0,0,12,0,1,99,Gabriel can't take that.,,
0,0,12,0,2,99,That doesn't seem to be removable.,,
0,0,12,0,3,99,Gabriel can't see any way to pick that up.,,
0,0,12,0,4,99,Gabriel doesn't want to take that with him.,,
0,0,12,0,5,99,Gabriel doesn't need to carry that around.,,
0,0,48,0,1,99,There's no point in using the patterns that way.,,
0,0,24,0,1,99,,,
0,0,64,0,1,99,Gabriel can't see a way to use the collar there.,,
0,0,101,0,1,99,Why use the dagger on that?,,
0,0,14,0,1,99,Gabriel doesn't need to share that letter.,,
0,0,39,0,1,99,,,
0,0,122,0,1,99,Draping the robe over that would be pointless.,,
0,0,106,0,1,99,Putting salt there would be pointless.,,
0,0,107,0,1,99,Why cut that?,,
0,0,73,0,1,99,The priest's garb would make little impression on that.,,
0,0,74,0,1,99,Gabriel can't use the black shirt that way.,,
0,0,60,0,1,99,Gabriel wouldn't want to track that.,,
0,0,108,0,1,99,,,
0,0,84,0,1,99,(RRCC. RERECORD.)Gabriel would rather keep the book.,,
0,0,76,0,1,99,Gabriel can't see a way to use the rod there.,,
0,0,88,0,1,99,,,
0,0,124,0,1,99,The talisman wouldn't help there.,,
0,0,11,0,1,99,There's no one to talk to there.,,
0,0,11,0,2,99,Gabriel doesn't see any use in consulting that.,,
0,0,11,0,3,99,Talking to that would be unenlightening.,,
0,0,11,0,4,99,There is no response.,,
0,0,30,0,1,99,Why use the tattoo tracing on that?,,
0,0,98,0,1,99,,,
0,0,99,0,1,99,,,
0,0,89,0,1,99,The tile doesn't seem to go there.,,
0,0,90,0,1,99,,,
0,0,91,0,1,99,,,
0,0,92,0,1,99,,,
0,0,93,0,1,99,,,
0,0,94,0,1,99,,,
0,0,95,0,1,99,,,
0,0,96,0,1,99,,,
0,0,97,0,1,99,,,
0,0,45,0,1,99,Why leave the tracker there?,,
0,0,3,0,1,99,There's nothing to use the tweezers on there.,,
0,0,35,0,1,99,The veil would do little good there.,,
0,0,16,0,1,99,Gabriel doesn't see a way to use the pattern there.,,
0,0,40,0,1,99,Gabriel doesn't see a way to use that there.,,
0,0,59,0,1,99,,,
0,0,13,0,1,99,Gabriel can't walk there.,,
0,0,13,0,2,99,Gabriel can't get there.,,
0,0,13,0,3,99,That area is not accessible.,,
0,0,36,0,1,99,,,
0,0,114,0,1,99,,,
0,0,38,0,1,99,Why use the phone number there?,,
0,8,68,0,1,97,"The ASK icon allows you to Interrogate someone.  In Interrogation mode you can select specific topics.  Click on the ASK icon, then click the ASK cursor on a person on the screen.",,
0,14,68,0,1,97,"The CONTROLS button brings up the control panel.  The control panel allows you to change various optional settings in the game, to SAVE or RESTORE a game, and to RESTART or QUIT.",,
0,11,68,0,1,97,"This window will show the inventory item that's currently ""active"" as an inventory cursor, if there is one.",,
0,28,0,4,1,97,You have selected the Recorder.  The Recorder will allow you to replay conversations that occur in the Interrogation mode (ASK icon).  The Recorder is not available for the day 1 demo.,,
0,15,68,0,1,97,"The DETAIL slider allows you to adjust the amount of animation detail in the game.  For less detail, move the slider LEFT, for more, RIGHT.",,
0,35,68,0,1,97,This button erases the last symbol written on the tomb wall.,,
0,41,68,0,1,97,This button erases the last phrase selected for sending.,,
0,42,68,0,1,97,This button erases the last phrase selected for translation.,,
0,19,68,0,1,97,The PLAY button will erase the control panel and return you to the game.  Any changes in game options you made on the control panel will be saved.,,
0,38,68,0,1,97,This button returns you to the hounfour.  Any phrases selected will be sent when you EXIT.,,
0,37,68,0,1,97,This button exits this interface and returns you to the cemetery.,,
0,24,68,0,1,97,,,
0,1,68,0,1,97,Select the HELP icon and move it over another icon to learn about the other icon's function.,,
0,25,68,0,1,97,This button will allow you to choose between having the icon bar visible at all times and having it normally hidden from view.,,
0,9,68,0,1,97,The INVENTORY button will bring up the inventory window.  The inventory window shows all of the items Gabriel is carrying.,,
0,6,68,0,1,97,"The LOOK icon allows you to get a description of an object.  Click on the LOOK icon, then click the LOOK cursor on an object on the screen.  Clues are often included in LOOK messages.",,
0,5,68,0,1,97,"The MOVE icon allows you to move an object (push or pull).  Click on the MOVE icon, then click the MOVE cursor on an object on the screen.  If the object is moveable, Gabriel will move it.",,
0,18,68,0,1,97,"The MUSIC slider allows you to adjust the volume of the music in the game.  To turn the volume up, move the MUSIC slider right.  To turn the volume down, move the MUSIC slider left.",,
0,33,68,0,1,97,This button will allow you to display Narrator messages as either spoken voice or text.  For the CD-ROM version only.,,
0,40,68,0,1,97,This button swaps the current book of phrases on the left of the screen with a second book of available phrases.,,
0,36,68,0,1,97,This button swaps the current page of symbols on the left of the screen with a second page of available symbols.,,
0,3,68,0,1,97,"The OPEN/CLOSE icon allows you to open or close an object.  Click on the OPEN icon, then click the OPEN cursor on an object on the screen.",,
0,2,68,0,1,97,"The OPERATE icon allows you to ""use"" an item on the screen that has an obvious function (chair, switch, etc).  Click on the OPERATE icon, then click the OPERATE cursor on an item.",,
0,4,68,0,1,97,"The PICKUP icon allows you to pick up an object.  Click on the PICKUP icon, then click the PICKUP cursor on an object on the screen.  If the object can be taken, Gabriel will pick it up and it will appear in inventory.",,
0,20,68,0,1,97,The QUIT button will exit the game and return you to DOS.  Make sure you save first!,,
0,10,68,0,1,97,The RECORDER button will bring up the Recorder screen.  The Recorder screen allows you to play back any conversations Gabriel has had in the Interrogation mode.,,
0,21,68,0,1,97,"The RESTART button will restart the game at the beginning (day 1), losing your current place in the game.  Make sure you save first!",,
0,27,68,0,1,97,The RESTORE button will bring up the Restore window and allow you to restore a previously saved game.,,
0,26,68,0,1,97,The SAVE button will bring up the Save window and allow you to save your current position in the game.,,
0,12,68,0,1,97,This area shows your current score and the maximum points possible.,,
0,17,68,0,1,97,"The SOUND slider allows you to adjust the volume of the sound effects in the game.  To turn the volume up, move the SOUND slider right.  To turn the volume down, move the SOUND slider left.",,
0,16,68,0,1,97,"The SPEED slider allows you to adjust the speed of Gabriel's walking.  To speed him up, move the SPEED slider right.  To slow him down, move the SPEED slider left.",,
0,30,0,12,1,1,"""(RRCC. FOR DEATH SCREEN. TO PLAYER--SARCASTIC)I really don't want to be dead.   Can we try that again?""",,
0,30,0,15,1,64,The NARRATOR button can only be set to VOICE if the VOICE button is ON.,,
0,30,0,16,1,64,The NARRATOR button can only be set to TEXT if the TEXT button is ON.,,
0,30,0,13,1,64,That option is supported for CD-ROM only.,,
0,30,0,14,1,64,Either TEXT or VOICE must be set to ON.,,
0,22,68,0,1,97,This button will allow you to choose between getting speech or printed text on the CD-ROM version only.,,
0,7,68,0,1,97,"The TALK icon allows you to talk to someone.  Click on the TALK icon, then click the TALK cursor on a person on the screen.  TALK will provide general chit-chat and often clues.",,
0,32,68,0,1,97,This button will allow you to turn written text on or off.  For the CD-ROM version only.,,
0,34,68,0,1,97,"The TEXT slider allows you to adjust the speed at which the text is displayed.  To speed up text display, move the SPEED slider left.  To slow down text display, move the SPEED slider right.",,
0,31,68,0,1,97,This button will allow you to turn spoken voices on or off.  For the CD-ROM version only.,,
0,13,68,0,1,97,"The WALK icon allows you to move Gabriel around on the screen.  Click on the WALK icon, then click the WALK cursor where you want Gabriel to go.",,
15,0,0,0,1,99,Those two objects would have no effect on each other.,,
15,0,0,21,1,99,Gabriel is carrying nothing.,,
15,0,0,22,1,99,,,
15,0,0,17,1,99,This is the last page of inventory.,,
15,0,0,18,1,99,This is the first page of inventory.,,
15,0,68,0,1,97,This window shows Gabriel's inventory.,,
15,0,4,0,1,99,Gabriel can see that just fine without magnification.,,
15,0,4,21,1,99,Gabriel is already using the magnifying glass.,,
15,0,6,0,1,99,That object does not open.,,
15,0,8,0,1,99,That object cannot be operated.,,
15,0,58,0,1,99,That item cannot be read.,,
15,91,68,0,1,97,"The ARROW will allow you to select an inventory item for use in the game or on another inventory item.  Click on the ARROW, then click the ARROW cursor on an inventory item.",,
15,27,7,0,1,99,Gabriel is carrying Mosely's badge.,,
15,27,58,0,1,99,"The badge says ""New Orleans Police Department"" and ""Detective Mosely.""",,
15,41,7,0,1,99,Grace actually managed to find a book on the Rada drum code.,,
15,41,6,0,1,3,,,
15,41,58,0,1,3,!!!Do not print this.  Comment msg only.,,
15,105,7,0,1,99,"""Ancient Digs of Africa"" by Professor Seymore Shards.",,
15,105,6,0,1,99,,,
15,105,58,0,1,99,"Gabriel opens ""Ancient Digs of Africa.""",,
15,105,58,0,2,99,"""The most fascinating archaeological site in Africa is the great snake mound in the People's Republic of Benin, located 50 miles south of the capital, in the Red Basin.""",,
15,105,58,0,3,99,"""Like the snake mounds of North America, the origin and meaning of these great mounds remain a mystery, though, clearly, they were the result of profound and urgent spiritual belief.""",,
15,105,58,0,4,99,"""Unlike other snake mounds, the African example is a double snake mound--a small snake ring within a larger snake ring.  The mound is thought to have housed an ancient temple.""",,
15,105,58,0,5,99,"""Although archaeologists have explored the mound site, the interior remains largely unchanged from ancient times.""",,
15,105,58,0,6,99,"""This is partially due to stringent Government regulations, and partially to local superstition.  The local people regard the mound with fear, and won't go near it.""",,
15,105,58,0,7,99,Gabriel looks at the picture again.,,
15,66,7,0,1,99,"The book looks like an accountant's record book.  The cover is printed with the words ""Gedde Tribe.""",,
15,66,6,0,1,3,,,
15,66,58,0,1,3,!!!Do not print this.  Comment msg only.,,
15,37,7,0,1,99,It's a clay mold of Madame Cazaunoux's snake bracelet.,,
15,37,6,0,1,99,The clay doesn't work that way.,,
15,37,58,0,1,99,,,
15,38,7,0,1,99,Sam's replica of Madame Cazaunoux's snake bracelet looks just like the original.,,
15,38,58,0,1,99,There's no writing on the bracelet.,,
15,47,7,0,1,99,It's a piece of brick.,,
15,31,7,0,1,99,One hundred dollars in cash--that's the most money Gabriel's had in his pocket in two years.,,
15,31,58,0,1,99,"The money says ""In God We Trust.""",,
15,29,7,0,1,99,It's a technical drawing of St. Louis Cathedral.,,
15,29,6,0,1,99,,,
15,29,58,0,1,99,There's nothing written on the drawing.,,
15,102,7,0,1,99,The chamber pot is old but clean.,,
15,102,58,0,1,99,"There's the name of a porcelain manufacturer on the bottom of the chamber pot, but that's about it.",,
15,102,106,0,1,99,"(RRCC)That's an interesting thought, but there would be less chance of spilling the salt if Gabriel put the chamber pot down first.",,
15,13,0,0,1,99,There's no reason to make a clay impression of that.,,
15,13,7,0,1,99,Gabriel is carrying a lump of clay from the banks of Lake Pontchartrain.,,
15,13,6,0,1,99,,,
15,13,58,0,1,99,,,
15,80,7,0,1,99,Hartridge's notes are scribbled on notepad paper.,,
15,79,7,0,1,99,"Gabriel reads through the pages Wolfgang marked.  He reads of Gunter Ritter's journey to Charleston as Witch-hunter, hired by the townsmen to solve a series of ritualistic murders....",,
15,79,7,0,2,99,"He reads about Gunter's meeting with a beautiful slave woman, Tetelo, and of Gunter's tormenting urges for her.",,
15,79,7,0,3,1,"""(SPEAKING OF A GUY WHO'S TORMENTED BY LOVE)Poor bastard!""",,
15,79,7,0,4,99,"He reads of their physical union and passion, and of Gunter's investigation into the murders.  The victims were all crew members on a certain slaving expedition to Africa, it seems.",,
15,79,7,0,5,99,The second-to-the-last entry describes Gunter's plan to set a trap for the coven committing the murders.  He'd found the name of one of the surviving members of the crew--a man now living in the West Indies....,,
15,79,7,0,6,99,"Gunter has spread a false rumor that the man is returning to Charleston.  He, himself, will impersonate the sailor and allow himself to fall into the hands of the coven. ",,
15,79,7,0,7,99,"Naturally, Gunter has arranged for able-bodied assistants to follow and attack the coven before they can do him harm.",,
15,79,7,0,8,1,"""(ADMIRING)Ballsy son-of-a-bitch, wasn't he?""",,
15,79,7,0,9,99,Gabriel turns to the final entry of the journal....,,
15,79,7,0,10,3,"!!!This is the text for the final pages (in art--here for translation purposes only):
Dearest Father:  I offer these final words as apology for the failure I have made of my life and the harm I have done our sacred family office.  Last night I learned that the women I wrote of, Tetelo, was the witch I sought.  I committed terrible crimes, Father.  First, I loved this witch.  Second, I betrayed her.  Third, I used our sacred family power to free her and aid her in destroying this colony.  The talisman is gone--Tetelo took it.  I can but pray for thy eventual forgiveness, for thy swift recovery of the talisman, and that my punishment in Hell will be long and bitter.
Thy undeserving son--Gunter",,
15,82,7,0,1,99,The partial pattern from the crime scene intrigues Gabriel.  What does it mean?,,
15,72,7,0,1,99,The police file contains partial patterns from the first six Voodoo Murders.,,
15,92,7,0,1,99,,,
15,93,7,0,1,99,,,
15,74,7,0,1,99,"Somewhere there's a New Orleans phone book missing one of its ""C"" pages.",,
15,77,7,0,1,99,The book contains several pages of Rada drum codes.,,
15,73,7,0,1,99,The artist's reconstruction of the Voodoo Murders pattern looks accurate to Gabriel.  Something about it seems vaguely familiar--and creepy!,,
15,69,7,0,1,99,(RRCC. DARK)Images haunt the pages of Philip Knight's sketchbook the way they must have haunted his mind.,,
15,69,7,0,2,99,"The images touch a deep chord in Gabriel.  So familiar are they, that he finds it hard to believe they aren't from his own subconscious.",,
15,106,7,0,1,99,The double ring snake mound in the People's Republic of Benin.,,
15,106,7,0,2,99,"Creepy, isn't it?",,
15,81,7,0,1,99,The Gedde tribe record book contains the names and Rada drum codes for tribal members.,,
15,71,7,0,1,99,"Gabriel gazes at the translation of the code that Moonbeam gave him, pondering who wrote it, and for whom it was meant.",,
15,83,7,0,1,99,Gabriel gazes at the translation of the second Voodoo code message.  A few letters are still missing.,,
15,70,7,0,1,99,"Looking at the series of crosses, Gabriel can't help but think that they have a pattern and meaning he is not comprehending.",,
15,84,7,0,1,99,,,
15,75,7,0,1,99,The fortuneteller's veil is studded with sequins.,,
15,75,4,0,1,99,,,
15,76,7,14,1,99,"That sequin looks a little strange.  Why, it's a snake scale!",,
15,76,7,15,1,99,There's a snake scale caught on the veil.,,
15,76,4,0,1,99,,,
15,78,7,0,1,99,It's a sequin.,,
15,78,4,0,1,99,,,
15,62,7,0,1,99,"The Ritter dagger is solid, weighty, and highly polished.",,
15,62,58,0,1,99,The dagger is unmarked.,,
15,90,68,0,1,97,The PLAY icon will erase the inventory window and return you to the game.,,
15,107,7,0,1,99,"Gabriel got the flashlight free in the mail when he ordered a magazine subscription.  It works, though.  At the moment.",,
15,107,6,0,1,99,"Believe it or not, the flashlight does not open.  It's a disposable.",,
15,107,8,24,1,97,!!!Comment msg,,
15,107,8,25,1,97,!!!Comment msg,,
15,107,8,23,1,99,There's enough light without the flashlight at the moment.,,
15,107,58,0,1,99,"The flashlight has printed on it the legend: ""Cold-Sell Brokers:  Mortgages R Us.""",,
15,33,7,0,1,99,"The small bottle is labeled ""Master Gamblin' Oil.""",,
15,33,6,0,1,99,The oil is better preserved with the bottle cap on.,,
15,33,58,0,1,99,"The label reads ""Master Gamblin' Oil"" but no ingredients, warnings, or instructions are included.",,
15,101,7,0,1,99,The scroll from the display case is very old.,,
15,101,6,0,1,97,!!!Comment msg only.,,
15,101,58,0,1,1,"""(READING SCROLL. SLIGHTLY DRAMATIC)St. George, patron of the light,
who hunts the shadows of the night...""",,
15,101,58,0,2,1,"""upon my blood, I call thee now,
purify me, for I avow...""",,
15,101,58,0,3,1,"""to set my feet upon thy road;
thy sword, I take up for mine own.""",,
15,28,7,0,1,99,The $20.00 gift certificate for St. George's looks pitifully new and unused.,,
15,28,58,0,1,99,The gift certificate is written up generically and has the store's name and amount penned in by Gabriel himself.,,
15,43,7,0,1,99,Gunter Ritter's diary is leather-bound.  Its parchment pages are old and fragile.,,
15,43,6,0,1,3,,,
15,43,58,0,1,3,!!!Do not print this.  Comment msg only.,,
15,97,7,0,1,99,The jar contains fru-fru hair gel.,,
15,97,6,0,1,99,Gabriel doesn't want to open that jar until he's ready to use the hair gel.  It will get all over everything.,,
15,97,58,0,1,99,The label on the hair gel jar talks about mysterious Hawaiian roots and ancient oriental secrets.,,
15,97,58,0,2,99,The copy is almost as believable as Gabriel's novels.,,
15,88,68,0,1,97,Select the HELP icon and move it over another icon to learn about that other icon's function.,,
15,65,7,0,1,99,The keycard has a magnetic strip on the back.,,
15,65,58,0,1,99,The card is not marked.,,
15,50,7,0,1,99,The key is from Mosely.,,
15,50,58,0,1,99,"(LAST PART IS SARCASTIC)The key has ""Property of the New Orleans Police Department"" stamped on it.  Right.  Not anymore.",,
15,51,7,0,1,99,"The long rod is shaped like a snake.  The head of the rod is the snake's angled, triangular head.",,
15,51,6,0,1,99,The rod does not appear to open.,,
15,51,58,0,1,99,"There are some strange symbols on the rod, but Gabriel doesn't know how to interpret them.",,
15,26,7,11,1,99,"The letter is addressed to Heinz Ritter, Gabriel's grandfather.",,
15,26,7,12,1,99,"The letter is addressed to Heinz Ritter, whoever that is.",,
15,26,6,0,1,99,,,
15,26,58,0,1,99,"The letter is written in German, but Gabriel determines what he can about it....",,
15,26,58,0,2,99,"It was sent from a place called ""Schloss Ritter"" in Rittersberg, West Germany.",,
15,26,58,0,3,99,"The letter is addressed to ""Mein Sohn Heinz"" and signed ""Wilhelm Ritter.""",,
15,26,58,0,4,99,"One of the reoccurring words strewn throughout the letter is the word ""Schattenjäger.""",,
15,26,58,0,5,99,"The only other thing that Gabriel can decipher about the letter is a sense of urgency in the handwriting and in the heavy use of a quill tip, bold strokes, and underlining.",,
15,42,7,0,1,99,The letter is addressed to Gabriel from Wolfgang Ritter.,,
15,42,6,0,1,99,,,
15,42,58,0,1,99,Wolfgang's letter says....,,
15,42,58,0,2,46,Dear Gabriel:  Please read the enclosed journal carefully.  It might help you understand your family's special obligations and our current predicament.,,
15,42,58,0,3,46,"God be with you, Uncle Wolfgang",,
15,89,68,0,1,97,"The LOOK icon will give you a description of an inventory item.  Click on the LOOK icon, then click the LOOK cursor on an inventory item.",,
15,112,7,0,1,99,Gabriel feels a little guilty as he looks at the stacks of bills.  He hopes he isn't breaking any Schattenjäger rules.,,
15,112,7,0,2,99,"Of course, the family castle really is in need of some serious repairs.",,
15,112,58,0,1,99,,,
15,30,7,0,1,99,The lucky dog is plump and juicy.,,
15,30,6,0,1,99,That would be a mess.,,
15,30,58,0,1,99,"Although the mustard is teasingly poured into a pattern-like shape, Gabriel's eyes can make no sense of it.",,
15,11,22,32,1,99,,,
15,11,22,35,1,99,,,
15,11,22,33,1,99,,,
15,11,20,2,1,99,,,
15,11,20,1,1,99,,,
15,11,20,3,1,99,,,
15,11,7,0,1,99,The magnifying glass is an expensive one with an inlaid jade handle--an heirloom from Gabriel's grandfather.,,
15,11,21,32,1,99,,,
15,11,21,35,1,99,,,
15,11,21,33,1,99,,,
15,11,26,5,1,99,,,
15,11,26,4,1,99,,,
15,11,26,6,1,99,,,
15,11,6,0,1,99,The magnifying glass doesn't open.,,
15,11,58,0,1,99,There's nothing written on the magnifying glass.,,
15,11,51,0,1,99,,,
15,11,35,0,1,99,,,
15,99,7,0,1,99,Gabriel's carrying a boar's mask and robe from the hounfour supply room.,,
15,99,6,0,1,99,The disguise doesn't open.,,
15,99,58,0,1,99,There's nothing written on the mask or robe.,,
15,98,7,0,1,99,The wolf's mask and robe are from the hounfour supply room.,,
15,98,6,0,1,99,,,
15,98,58,0,1,99,,,
15,32,7,0,1,99,"(ARCC)The crocodile mask is made of genuine crocodile head.  It looks heavy, hot, and smelly.",,
15,32,6,0,1,99,The mask doesn't open; it fits on over one's head.,,
