חדר,שם,פועל,תנאי,רצף,דובר,מקור,תרגום,הערות
15,62,1,0,4,99,"""However, I have done as you asked and taken your key with me. I vow to you I will never return this key to you nor even allow it within your sight. I further swear to keep it with me wherever I go.",,
15,62,1,0,5,99,"""On this you have my word of honor, for I am,

Ever your friend,
Philip D. Graves""",,
15,23,4,0,1,99,"It's solid silver! You can't bend it, break it, or scratch it.",,
15,23,1,0,1,99,"It's Srini's 99.9% silver medallion, awarded to him by the American Society of Salves, Holistic Ointments, Liniments and Emollients Salesmen. (Think about it!)",,
15,5,4,0,1,99,,,
15,5,1,0,1,99,,,
15,6,4,0,1,99,,,
15,6,1,0,1,99,,,
15,7,4,0,1,99,,,
15,7,1,0,1,99,,,
15,29,4,0,1,99,I think I'll count my money.,,
15,29,4,0,2,99,Never do that when you're sitting at the table. (There'll be time enough for counting when the game is done.),,
15,29,1,0,1,99,"Finally, you get your four dollars and eighty-seven cents! Smithie's pharmacy tab is paid in full at last!",,
15,58,4,24,1,99,"Say, let me show you a little trick with a borrowed neckerchief... Now you see it...",,
15,58,4,25,1,99,Now you don't!,,
15,58,4,26,1,99,Just kidding.,,
15,58,1,0,1,99,"Wow, if your old trusty neckerchief could only talk, boy, the stories this baby would tell!",,
15,38,4,0,1,99,The tank of nitrous oxide is sealed; there's no way to open its valve with your bare hands. (But tanks for trying!),,
15,38,1,0,1,99,"Sal uses this canister of nitrous oxide, also known as ""laughing gas,"" to make sure his customers leave with a smile!",,
15,31,4,0,1,99,"You dip your little finger in one of the open bottles of beer and taste it. Mmm, that hits the spot!",,
15,31,1,0,1,99,You have a full case of opened Lowebrau. (Don't get caught with it in your buggy!),,
15,48,4,0,1,99,You squish the pie a bit to see what oozes out. (You sincerely hope them's apples!),,
15,48,1,0,1,99,"Ah, there's nothing quite like Mom's Apple Pie. Now if someone would just invent baseball: VOILA! Instant Americana!",,
15,46,51,0,1,99,"You slip the bullets in the chamber as the old memories come rushing back (including a few featuring you and your first cousin out behind the barn, when you were both curious 8-year-olds!).",,
15,46,50,0,1,99,"With the Sheriff's cleaning kit, you lovingly clean and polish your old pistols 'til they're like new. Good thing you removed all that nasty rust from your barrel -- the damn thing could'a exploded right in your face!",,
15,46,50,27,1,99,"After removing the bullets, you clean and polish your pistols 'til they shine like a Coarsegold kid with his first passing grade. Good thing you removed all that rust from your barrel -- the damn thing could'a exploded right in your face! When you're done, you replace the bullets in the chamber.",,
15,46,4,0,1,99,"You cock the hammers, twirl the pistols, fake a shot, and slowly let the hammers back up. YES! That feels good, damn good!",,
15,46,4,5,1,99,You draw your pistol.,,
15,46,4,13,1,99,"You don't want to draw until you're ready to fire, and you can't possibly hit anything useful from here.",,
15,46,1,0,1,99,"Your old pistols, looking somewhat tarnished after so many years in storage, are probably still quite serviceable.",,
15,46,1,15,1,99,"Your old pistols, now cleaned and restored to their original working condition, bring back a flood of emotions, with memories of yesteryear!",,
15,46,1,22,1,99,Your pistols are clean and loaded for bear! Now you're cookin'!,,
15,46,1,23,1,99,Your old pistols are fully loaded with the Sheriff Chickenshift's surplus ammo.,,
15,40,4,0,1,99,"You riffle through the stack of spicy French Postcards, but they just won't animate smoothly.",,
15,40,1,0,1,99,"Ooh-la-la and Va-va-voom! No, that's not an exclamation! That's the names of the two ladies prominently featured on Madame's spicy French postcards. (Or, rather, they're the two ladies with the prominent features on Madame's spicy French postcards!)",,
15,13,4,0,1,99,"You press down on the tube, and it crumples ever so slightly. (What WILL modern technology think of next??)",,
15,13,1,0,1,99,"The tube of Preparation G, the latest anti-hemorrhoidal unguent from the folks at Parke-Loomis, is labeled, ""Top Tush Treatments -- since 1848!""",,
15,1,4,0,1,99,"You turn the prescription over, looking for a locker combination or something, but there's nothing written on the other side.",,
15,1,1,0,1,98,"Penelope Primm, 4 mls Tyloxpolynide orally 2x/5 days.",,
15,1,1,0,2,99,"Why, the poor dear! She must be suffering from the vapors, those injurious exhalations produced within the body, creating feelings of hypochondria and depression. (Her prescription is in Doc's usual scrawl, and smells of whisky, so you know it's authentic!)",,
15,2,4,0,1,99,"You hold the prescription up to the light to see if you can see any secret messages, but nothing is visible.",,
15,2,1,0,1,99,"Helen Back's prescription is barely legible due to all the whisky spots, but you eventually decipher it...",,
15,2,1,0,2,98,"Helen Back, Quinotrazate tabs, 3x/7 days.",,
15,3,4,0,1,99,"You try reading it backwards, but it's still a whisky-sodden, poorly-written prescription. Dang that Doc Gillespie anyway!",,
15,3,1,0,1,99,"This prescription is impossible to read. That's what happens when Doc writes a prescription through bleary, whisky-soaked eyeballs!",,
15,37,4,0,1,99,"You shake the solution up a bit, just to make sure it stays well-mixed.",,
15,37,1,0,1,99,"This should do the trick! You decide to name it ""Pharkas's Patented Anti-Poopulent."" (Now if you could only find a way to insure everybody in town gets a dose.)",,
15,35,4,0,1,99,"With a few quick movements, you make an authentic Western lasso out of the rope. It's like falling off a log... once you learn how, you never forget!",,
15,35,1,0,1,99,"This hank of rope is plenty sturdy. (Give yourself enough of it, and you'll hang yourself.)",,
15,59,4,0,1,99,"You carefully feel the edge of your silver ear. It's a little ragged, but sharp as the dickens!",,
15,59,1,0,1,99,You've honed your silver ear to a deadly razor sharpness.,,
15,63,4,0,1,99,"You scrape some of the dirt off the shovel, but it's still hopelessly dirty.",,
15,63,1,0,1,99,This shovel was left at ReBoot Hill for the convenience of the gravediggers.,,
15,61,4,0,1,99,"You carefully examine the silver ear. Fine workmanship. Nice socket for your cartilaginous earstump. No rough edges. A spectacular job, especially since this is your first foray into the wonderful world of lost-wax casting!",,
15,61,1,0,1,99,"It's your soon-to-be-world-famous Silver Ear, symbol of truth, justice, and the Pharmacological Way!",,
15,28,4,0,1,99,"You poke the snails, and they recede quickly into their shells. (Kinda reminds you of taking a cold shower!)",,
15,28,1,0,1,99,If you only had a few snails mushroom caps to go with these.,,
15,28,33,0,1,99,"You pour a small amount of beer on the snails. They quickly begin to weave around uncertainly, as if... as if they were DRUNK! How bizarre!",,
15,60,4,0,1,99,You run your hand up the length of the blade. Criminy! This baby's SHARP! (You compose a short mental note of complaint to the Franklin Mint.),,
15,60,1,0,1,99,It appears to be a Confederate sword. You wonder if it's sharp?,,
15,22,26,0,1,99,You drop the charcoal into tin can.  Now we're gettin' somewhere!,,
15,22,4,0,1,99,"You poke around inside the can for a few leftover beans, but no dice. (And no beans, either!)",,
15,22,4,18,1,99,"You gently stir the coal, and a little of it sifts through the holes in the can. (Look, Ma!  Black snow!)",,
15,22,4,20,1,99,You stir the can full of charcoal with your finger. Whee!,,
15,22,4,16,1,99,You feel the jagged edges inside the can where the ice pick has poked through the steel. You feel the leather of the strap where it passes through the holes in the side of the can. (And you feel mighty silly standing here feeling a can!),,
15,22,4,14,1,99,"Yep, it feels like those holes go right straight through that can!",,
15,22,25,0,1,99,"With all the precision of a serial killer, you deftly poke some holes in the tin can with the ice pick. Hah!",,
15,22,25,0,2,99,"Having accomplished your immediate desire, and in the process hopelessly dulling the ice pick, you exhibit absolutely no regard for this barren piece of locality laughingly called the ""environment"" by brazenly tossing the ice pick away. You're such a ""consumer!""",,
15,22,27,0,1,99,You slip the leather strap through the holes in the tin can. They fit perfectly. Congrats! You've always wanted a tin feed bag!,,
15,22,27,21,1,99,The leather strap just won't fit through the holes in the tin can... because there ARE no holes in the tin can!,,
15,22,1,0,1,99,"It's an empty can of beans. Why would Mom keep an empty can of beans on her shelf? Well, Mom's memory ain't what she used to be.",,
15,22,1,18,1,99,The hole-ridden tin can is now chock full of charcoal.,,
15,22,1,20,1,99,This tin can is full'a charcoal.,,
15,22,1,16,1,99,"The tin can, riddled with holes from your trusty ice pick, has a leather strap threaded through two of the holes.",,
15,22,1,14,1,99,You've poked major holes in the tin can!,,
15,21,4,0,1,99,"Careful, you'll get your finger stuck in one of the bottles.",,
15,21,4,0,2,99,Oops.,,
15,21,4,0,3,99,See! Now pull it out. Gently... carefully...,,
15,21,4,0,4,99,Ooof!,,
15,21,4,0,5,99,"There. Now you're free again. Now don't do that again, okay?",,
15,21,1,0,1,99,You've taken one of the empty beer bottles and filled it with water from the water tower. The other bottles are all empty.,,
